serial_nr,stationid,lon,lat,site,stationname
755,73814675,-91.0997222,29.66833333,USGS,"Bayou Boeuf at Railroad Bridge at Amelia, LA"
756,2307000,-82.5759304,28.03696237,USGS,ROCKY CREEK NEAR SULPHUR SPRINGS FL
757,3572900,-85.9902524,34.3784235,USGS,TOWN CREEK NEAR GERALDINE AL
758,7365750,-92.5531111,32.69466667,USGS,"Bayou D'Arbonne at Hwy 151 E of Dubach, LA"
759,2295194,-81.80230470000002,27.6461448,USGS,PEACE RIVER AT BOWLING GREEN FL
760,208675010,-78.8947778,36.01938889,USGS,"ELLERBE CREEK AT CLUB BOULEVARD AT DURHAM, NC"
761,8027700,-93.3885833,31.09466667,USGS,"Anacoco lk nr Leesville, LA"
762,8075605,-95.2291011,29.65661915,USGS,"Berry Bayou at Nevada St, Houston, TX"
763,21650905,-82.1394444,34.39138889,USGS,"REEDY RIVER NEAR WATERLOO, SC"
764,3510577,-83.29166670000002,35.38444444,USGS,"TUCKASEGEE RIVER AT BARKER'S CREEK, NC"
765,1573825,-76.99,39.9412222,USGS,"West Conewago Creek at East Berlin, PA"
766,2308889,-82.78037979999998,27.83919117,USGS,SEMINOLE LAKE OUTLET NEAR LARGO FL
767,2130980,-79.7447833,34.24376518,USGS,"BLACK CREEK NEAR QUINBY, SC"
768,21720869,-80.02370140000002,32.8346201,USGS,"ASHLEY RIVER NEAR NORTH CHARLESTON, SC"
769,1637500,-77.5561667,39.42725,USGS,"CATOCTIN CREEK NEAR MIDDLETOWN, MD"
770,1415000,-74.8186111,42.12,USGS,TREMPER KILL NEAR ANDES NY
771,8063562,-96.7620056,32.16465,USGS,"Chambers Ck at FM 55 nr Avalon, TX"
772,1553500,-76.87635429999997,40.96758498,USGS,"West Branch Susquehanna River at Lewisburg, PA"
773,2333500,-83.94022220000002,34.52827778,USGS,"CHESTATEE RIVER NEAR DAHLONEGA, GA"
774,21765186,-80.9021667,32.59966667,USGS,"TULLIFINNY RIVER BELOW I-95 NEAR RIDGELAND, SC"
775,2291580,-81.79597220000002,26.44294444,USGS,"NORTH BRANCH ESTERO RIVER AT ESTERO, FL"
776,7282100,-89.3458333,33.8147222,USGS,"TOPASHAW CREEK CANAL NR CALHOUN CITY, MS"
777,1581810,-76.78147220000002,39.68980556,USGS,"GUNPOWDER FALLS AT HOFFMANVILLE, MD"
778,3478400,-82.13374250000003,36.63177439,USGS,"BEAVER CREEK AT BRISTOL, VA"
779,2461500,-86.9827711,33.4192762,USGS,"VALLEY CREEK NEAR BESSEMER, AL"
780,4216418,-78.2834167,42.86469444,USGS,TONAWANDA CREEK AT ATTICA NY
781,1189000,-72.90065738,41.673154,USGS,"PEQUABUCK R AT FORESTVILLE, CT."
782,3451000,-82.54472220000002,35.5683333,USGS,"SWANNANOA RIVER AT BILTMORE, NC"
783,7233500,-101.305993,36.20225497,USGS,"Palo Duro Ck nr Spearman, TX"
784,1021470,-67.725,44.8008333,USGS,"Libby Brook near Northfield, Maine"
785,1310500,-73.5700833,40.66563889,USGS,EAST MEADOW BROOK AT FREEPORT NY
786,205373075,-80.1440833,37.1913611,USGS,"BOTTOM CREEK ALONG ROUTE 612 NR BENT MOUNTAIN, VA"
787,1125490,-71.9300083,41.92784444,USGS,"LITTLE RIVER AT HARRISVILLE, CT"
788,1382385,-74.4083333,41.0247222,USGS,Pequannock River at Green Pond Junction NJ
789,208111310,-76.9841667,36.04777778,USGS,"CASHIE RIVER AT SR1257 NEAR WINDSOR, NC"
790,2465292,-87.5647288,33.17484164,USGS,"CRIBBS MILL CREEK AT WW PLANT AT TUSCALOOSA, AL."
791,8025500,-93.5157295,31.30712737,USGS,"Bayou Toro near Toro, LA"
792,8073600,-95.5577213,29.76217336,USGS,"Buffalo Bayou at W Belt Dr, Houston, TX"
793,8190000,-99.997287,29.42856679,USGS,"Nueces Rv at Laguna, TX"
794,2231322,-80.67814440000002,27.59294167,USGS,"S-253 WEIR NEAR FORT DRUM, FL"
795,248018020,-88.45138889,30.4586111,USGS,"ESCATAWPA RIVER AT I-10 NR ORANGE GROVE, MS"
796,2423400,-86.6141521,33.4998273,USGS,"LITTLE CAHABA RIVER NR JEFFERSON PARK, AL."
797,50090500,-65.9396074,18.0252431,USGS,"RIO MAUNABO AT LIZAS, PR"
798,2039500,-78.388607,37.3070965,USGS,"APPOMATTOX RIVER AT FARMVILLE, VA"
799,73802302,-90.3978389,30.28356667,USGS,"Pass Manchac nr. Lake Maurepas, LA"
800,2329500,-84.49657629999999,30.58741806,USGS,"LITTLE RIVER NR QUINCY, FLA."
801,8048000,-97.3325167,32.76096337,USGS,"W Fk Trinity Rv at Ft Worth, TX"
802,423527080,-76.87752778,43.0825833,USGS,CLYDE RIVER (ERIE CANAL) AT CLYDE NY
803,4232200,-76.84391670000002,42.32827778,USGS,CATHARINE CR AT MONTOUR FALLS NY
804,2423571,-86.7169325,33.52093809,USGS,SHADES CREEK AT ELDER ST NEAR SPRINGDALE AL
805,2021500,-79.42198289,37.90735266,USGS,"MAURY RIVER AT ROCKBRIDGE BATHS, VA"
806,2223360,-83.1672778,32.76652778,USGS,"BIG SANDY CREEK AT US 441, NEAR IRWINTON, GA"
807,3453500,-82.6608333,35.78638889,USGS,"FRENCH BROAD RIVER AT MARSHALL, NC"
808,1192500,-72.5873114,41.7831548,USGS,"HOCKANUM RIVER NEAR EAST HARTFORD, CT"
809,2172300,-81.6017714,33.75347736,USGS,"MCTIER CREEK RD 209 NEAR MONETTA, SC"
810,2131510,-79.98613889,34.03819444,USGS,"LYNCHES RIVER AT I-95 ABOVE OLANTA, SC"
811,7291000,-90.7775,31.50305556,USGS,"HOMOCHITTO RIVER AT EDDICETON, MS"
812,8144500,-99.7856254,30.91906245,USGS,"San Saba Rv at Menard, TX"
813,1054000,-71.19027778,44.4358333,USGS,"Androscoggin River near Gorham, NH"
814,205551460,-79.9375556,37.27794444,USGS,"LICK RUN ABOVE PATTON AVENUE AT ROANOKE, VA"
815,1115110,-71.6095088,41.8456548,USGS,"HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI"
816,137462010,-73.69375,41.41180556,USGS,WEST BRANCH CROTON RIVER NEAR CARMEL NY
817,7301410,-100.1209501,35.47310419,USGS,"Sweetwater Ck nr Kelton, TX"
818,8185030,-98.2605111,29.54143333,USGS,"Randolph AFB East Drain nr Shertz, TX"
819,1422500,-74.90105559999998,42.25238889,USGS,LITTLE DELAWARE RIVER NEAR DELHI NY
820,1649500,-76.9259722,38.96025,USGS,"NORTHEAST BRANCH ANACOSTIA RIVER AT RIVERDALE, MD"
821,8031005,-93.9163444,30.13067778,USGS,"Cow Bayou at IH 10 nr Vidor, TX"
822,1334500,-73.3769444,42.9385833,USGS,HOOSIC RIVER NEAR EAGLE BRIDGE NY
823,1117800,-71.72062318,41.5739884,USGS,"WOOD RIVER NEAR ARCADIA, RI"
824,2205522,-84.0378056,33.92588889,USGS,"PEW CREEK AT PATTERSON RD, NEAR LAWRENCEVILLE, GA"
825,2427506,-87.39777319,32.10014534,USGS,ALABAMA RIVER BELOW MILLERS FERRY L&D NR CAMDEN AL
826,7343356,-95.0513889,33.49888889,USGS,"Cuthand Ck at FM 910 nr Cuthand, TX"
827,2303000,-82.23175318,28.15029044,USGS,"HILLSBOROUGH RV AT STATE PARK NR ZEPHYRHILLS, FL"
828,1103050,-71.07505177,42.39565236,USGS,"MYSTIC R AT AMELIA EARHART DAM NR SOMERVILLE, MA"
829,3529500,-82.7754387,36.86898536,USGS,"POWELL RIVER AT BIG STONE GAP, VA"
830,2198810,-81.1780278,32.25602778,USGS,"ABERCORN CREEK NEAR SAVANNAH,GA"
831,2392360,-84.5954444,34.2633333,USGS,"SHOAL CREEK AT GA 108, NEAR WALESKA, GA"
832,214265828,-80.9175194,35.40178889,USGS,"MCDOWELL CR TRIB AT SR2131 NR HICKS CROSSROADS, NC"
833,2384540,-84.7212778,34.87194444,USGS,"MILL CREEK NEAR CRANDALL, GA"
834,2046000,-77.602489,37.06709420000001,USGS,"STONY CREEK NEAR DINWIDDIE, VA"
835,1362297,-74.3357222,42.0728611,USGS,PANTHER KILL AT WOODLAND VALLEY RD NR PHOENICIA NY
836,2299410,-82.1442558,27.1933843,USGS,BIG SLOUGH CANAL NEAR MYAKKA CITY FL
837,2121500,-80.23472220000002,35.80694444,USGS,"ABBOTTS CREEK AT LEXINGTON, NC"
838,2237051,-81.88452388,28.67943868,USGS,"PALATLAKAHA R BELOW STRUCTURE M-5 NR OKAHUMPKA, FL"
839,7285400,-89.78758590000002,33.77400485,USGS,"BATUPAN BOGUE AT GRENADA, MS"
840,73802245,-90.8700972,30.23741844,USGS,"Black Bayou E of Gonzales, LA"
841,1399830,-74.67388889,40.6,USGS,North Branch Raritan River at North Branch NJ
842,7381412,-91.2104722,30.4322222,USGS,INTRACOASTAL WATERWAY NR PORT ALLEN LA
843,8090800,-97.9258703,32.61568907,USGS,"Brazos Rv nr Dennis, TX"
844,1208760,-73.0896583,41.2724361,USGS,"HOUSATONIC R. AT BEACON PT MARINA NEAR SHELTON, CT"
845,2472500,-89.4147222,31.42583333,USGS,"BOUIE CREEK NR HATTIESBURG, MS"
846,7332655,-95.9159472,33.7587361,USGS,"Bois D'Arc Ck at FM 100 nr Honey Grove, TX"
847,4288230,-72.78178829999997,44.5039413,USGS,"RANCH BROOK AT RANCH CAMP, NEAR STOWE, VT"
848,8061480,-96.4736389,32.95225,USGS,"Squabble Ck at Shores Blvd nr Rockwall, TX"
849,1589330,-76.71663889,39.3112222,USGS,"DEAD RUN AT FRANKLINTOWN, MD"
850,1516500,-77.0146877,41.79090746,USGS,"Corey Creek near Mainesburg, PA"
851,2246515,-81.5900917,30.2644071,USGS,"POTTSBURG CREEK NR SOUTH JACKSONVILLE, FLA."
852,1359135,-73.7448611,42.66344444,USGS,PATROON CREEK AT ALBANY NY
853,2146420,-80.84638889,35.17916667,USGS,"LITTLE SUGAR CR AT HILLSIDE AVE, CHARLOTTE, NC"
854,1302020,-73.87438889,40.86230556,USGS,BRONX RIVER AT NY BOTANICAL GARDEN AT BRONX NY
855,1410150,-74.44138889,39.62305556,USGS,East Branch Bass River near New Gretna NJ
856,2266206,-81.6106298,28.39306277,USGS,"WHITTENHORSE BELOW S-411 NR VINELAND,FL"
857,2259100,-81.00917220000002,27.0964472,USGS,"INDIAN PRAIRIE CANAL ABOVE S-72 NR OKEECHOBEE, FL"
858,7344400,-93.8224008,32.8931941,USGS,"Red River near Hosston, LA."
859,8166200,-99.163375,30.053266,USGS,"Guadalupe Rv at Kerrville, TX"
860,208524975,-78.85972220000002,36.1133333,USGS,"LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC"
861,8189585,-97.7806222,28.411425,USGS,"Poesta Ck at FM 351 nr Beeville, TX"
862,136230002,-74.33458329999998,42.0797222,USGS,WOODLAND CREEK ABOVE MOUTH AT PHOENICIA NY
863,8042455,-94.1570278,30.06783333,USGS,"Hillebrandt Bayou at US 90, Beaumont, TX"
864,7351275,-93.8941667,32.413611100000004,USGS,"Gilmer Bayou near Shreveport, LA"
865,8030540,-93.72155440000002,30.09798774,USGS,"Sabine Rv (at Navy Pier) at Orange, TX"
866,8181480,-98.5841856,29.32995837,USGS,"Leon Ck at IH 35, San Antonio, TX"
867,1505000,-75.5105556,42.67861110000001,USGS,CHENANGO RIVER AT SHERBURNE NY
868,2290766,-80.49597220000003,25.70216667,USGS,LEVEE 31 NORTH EXTENSION AT 4 MILE NR WEST MIAMI F
869,1574500,-76.8533073,39.8787104,USGS,"Codorus Creek at Spring Grove, PA"
870,1411000,-74.8516667,39.5947222,USGS,Great Egg Harbor River at Folsom NJ
871,2020500,-79.49365288,37.98790619,USGS,"CALFPASTURE RIVER ABOVE MILL CREEK AT GOSHEN, VA"
872,2081500,-78.5830556,36.19416667,USGS,"TAR RIVER NEAR TAR RIVER, NC"
873,2097517,-79.0197222,35.8933333,USGS,"MORGAN CREEK NEAR CHAPEL HILL, NC"
874,2124080,-80.7519444,35.41416667,USGS,"CLARKE CREEK NEAR HARRISBURG, NC"
875,1480685,-75.71632459,40.05538195,USGS,"Marsh Creek near Downingtown, PA"
876,214269560,-81.03,35.43416667,USGS,"KILLIAN CREEK NEAR MARIPOSA, NC"
877,2156350,-81.74238889,34.92123056,USGS,"PACOLET RIVER AT PACOLET, SC"
878,2334653,-84.1083333,34.0567222,USGS,CHATTAHOOCHEE R 0.76 MI US MCGINNIS FY SUWANEE GA
879,2335757,-84.3533333,34.0175,USGS,"BIG CREEK BELOW HOG WALLOW CREEK AT ROSWELL, GA"
880,2376100,-87.29052879999998,30.44825279,USGS,"BAYOU MARCUS CREEK NR PENSACOLA,FLA"
881,2456500,-86.98333050000002,33.709826799999995,USGS,"LOCUST FORK AT SAYRE, AL."
882,8099100,-98.5331058,32.1737502,USGS,"Leon Rv nr De Leon, TX"
883,8159500,-97.1619321,30.01272074,USGS,"Colorado Rv at Smithville, TX"
884,1034000,-68.8686111,45.26055556,USGS,"Piscataquis River at Medford, Maine"
885,2146315,-80.9219444,35.20666667,USGS,"TAGGART CREEK AT WEST BOULEVARD NR CHARLOTTE, NC"
886,8067548,-95.675224,30.6460298,USGS,"W Fk San Jacinto Rv nr Huntsville, TX"
887,2307359,-82.6871441,28.09643229,USGS,BROOKER CREEK NEAR TARPON SPRINGS FL
888,2171500,-80.1413611,33.45377778,USGS,"SANTEE RIVER NEAR PINEVILLE, SC"
889,1592500,-76.87375,39.1157222,USGS,"PATUXENT RIV NEAR LAUREL, MD"
890,1425000,-75.3958056,42.07491667,USGS,WEST BRANCH DELAWARE RIVER AT STILESVILLE NY
891,21989715,-81.1283333,32.11608333,USGS,"SAVANNAH RIVER AT GARDEN CITY, GA"
892,2374950,-87.3705353,31.12962115,USGS,BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD
893,2236605,-81.7814655,28.4486152,USGS,"LITTLE CREEK AT GREEN SWAMP ROAD NEAR CLERMONT, FL"
894,1389890,-74.1283333,40.8858333,USGS,Passaic River at Dundee Dam at Clifton NJ
895,3032500,-79.3942088,40.9945093,USGS,"Redbank Creek at St. Charles, PA"
896,8066250,-94.9488223,30.57214544,USGS,"Trinity Rv nr Goodrich, TX"
897,2198760,-81.1248324,32.34963773,USGS,"SAVANNAH RIVER ABOVE HARDEEVILLE, SC"
898,1649150,-76.98958329999998,39.08838889,USGS,"PAINT BRANCH TRIBUTARY NEAR COLESVILLE, MD"
899,2308859,-82.7106,27.8937972,USGS,CROSS BAYOU CN AT ULMERTON RD AT PINELLAS PARK FL
900,2177000,-83.30636109999998,34.81377778,USGS,"CHATTOOGA RIVER NEAR CLAYTON, GA"
901,1124151,-71.8995972,41.94356667,USGS,"QUINEBAUG RIVER AT WEST THOMPSON, CT"
902,1578310,-76.1744444,39.65788889,USGS,"SUSQUEHANNA RIVER AT CONOWINGO, MD"
903,7369649,-91.4898415,32.08932064,USGS,"(COE) Tensas River south of Newlight, LA"
904,1534300,-75.47184988,41.67980547,USGS,"Lackawanna River near Forest City, PA"
905,2294655,-81.80444440000002,27.88305556,USGS,PEACE RIVER NEAR BARTOW FL
906,3075500,-79.42363889,39.4215833,USGS,"YOUGHIOGHENY RIVER NEAR OAKLAND, MD"
907,2159500,-81.9272222,34.75527778,USGS,"TYGER RIVER NEAR WOODRUFF, SC"
908,7369024,-92.0475,32.46,USGS,"Youngs Bayou nr Monroe, LA"
909,208732534,-78.65472220000002,35.7875,USGS,"PIGEON HOUSE CR AT CAMERON VILLAGE AT RALEIGH, NC"
910,1350140,-74.4730556,42.42888889,USGS,MINE KILL NEAR NORTH BLENHEIM NY
911,50055000,-66.00919819,18.24070482,USGS,"RIO GRANDE DE LOIZA AT CAGUAS, PR"
912,2475500,-88.9091667,32.32611110000001,USGS,"CHUNKY RIVER NR CHUNKY, MS"
913,2315500,-82.73818259999999,30.3257812,USGS,"SUWANNEE RIVER AT WHITE SPRINGS, FLA."
914,1082000,-71.95924609,42.86258370000001,USGS,"CONTOOCOOK RIVER AT PETERBOROUGH, NH"
915,7366472,-92.0758333,32.55916667,USGS,"Chauvin Bayou near Monroe, LA"
916,10642505,-71.2855556,44.08388889,USGS,"SACO RIVER AT RIVER STREET, AT BARTLETT, NH"
917,1343060,-74.95777778,43.36611110000001,USGS,WEST CANADA CREEK NEAR WILMURT NY
918,8029520,-93.7944833,30.6050111,USGS,"Big Cow Ck at FM 1416 nr Call, TX"
919,8189200,-97.1124913,28.30361693,USGS,"Copano Ck nr Refugio, TX"
920,1201487,-73.40320278,41.4658222,USGS,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT"
921,2131135,-79.76236109999998,34.17302778,USGS,"JEFFERIES CREEK AT JAMES JONES AVE NR FLORENCE, SC"
922,8072800,-95.6257783,29.8357824,USGS,"Langham Ck nr Addicks, TX"
923,8201500,-99.4030997,29.573284,USGS,"Seco Ck at Miller Rh nr Utopia, TX"
924,50100200,-66.2407232,18.05774042,USGS,"RIO LAPA NR RABO DEL BUEY, PR"
925,2336490,-84.4803333,33.81741667,USGS,"CHATTAHOOCHEE RIVER AT GA 280, NEAR ATLANTA, GA"
926,1451650,-75.47407170000002,40.59648637,USGS,Little Lehigh Creek at Tenth St. Br. at Allentown
927,3027500,-78.59613470000002,41.5531176,USGS,"EB Clarion River at EB Clarion River Dam, PA"
928,1116905,-71.47888889,41.63,USGS,"HUNT R 250 FT DS FRY BRK AT FRENCHTOWN, RI"
929,2264051,-81.515,28.37444444,USGS,"BLACK LK OUTLET AT S-101A, AT LAKE BUENA VISTA, FL"
930,4294140,-72.99194440000002,44.96305556,USGS,"ROCK RIVER NEAR HIGHGATE CENTER, VT"
931,3456991,-82.8480556,35.52194444,USGS,"PIGEON RIVER NEAR CANTON, NC"
932,2245290,-81.55,29.8,USGS,ST JOHNS RIVER AT RACY PT NEAR HASTINGS FL
933,2156999,-82.05333329999998,34.94,USGS,"N. TYGER RIVER BELOW WELLFORD, SC"
934,3049819,-79.9700278,40.4778333,USGS,"Girtys Run above Grant Avenue at Millvale, PA"
935,2197000,-81.9420833,33.37252778,USGS,"SAVANNAH RIVER AT AUGUSTA, GA"
936,2207418,-83.9363056,33.72938889,USGS,"BIG HAYNES CREEK AT JACK TURNER DAM,NR MILSTEAD GA"
937,2226000,-81.8275,31.65466667,USGS,"ALTAMAHA RIVER AT DOCTORTOWN, GA"
938,50124200,-66.7977838,18.04225808,USGS,"RIO GUAYANILLA NEAR GUAYANILLA, PR"
939,7381350,-90.544808,29.64521343,USGS,"Company Canal at Hwy 1 at Lockport, LA"
940,1654000,-77.22831579999998,38.81289066,USGS,"ACCOTINK CREEK NEAR ANNANDALE, VA"
941,3084698,-79.8058805,40.39423566,USGS,"Turtle Creek at Wilmerding, PA"
942,2446500,-87.7764022,33.25706249,USGS,"SIPSEY RIVER NR ELROD, AL"
943,1593450,-76.83072220000003,39.18788889,USGS,"L PAX RIV TRIB ABOVE LAKE ELKHORN NR GUILFORD, MD"
944,1011000,-69.0794444,47.0697222,USGS,"Allagash River near Allagash, Maine"
945,3047000,-79.4494444,40.45888889,USGS,"Loyalhanna Creek at Loyalhanna Dam, PA"
946,1573160,-76.56188889,40.342611100000006,USGS,"Quittapahilla Creek near Bellegrove, PA"
947,2176000,-80.82621800000003,32.707122,USGS,"COMBAHEE RIVER NEAR YEMASSEE, SC"
948,4231000,-77.8822222,43.10055556,USGS,BLACK CREEK AT CHURCHVILLE NY
949,2299950,-82.211201,27.47365137,USGS,"MANATEE RIVER AT SR 64 NEAR MYAKKA HEAD, FL"
950,1580620,-76.0895833,39.53775,USGS,"CHES BAY AT MOUTH OF SUS R AT HAVRE DE GRACE, MD"
951,2132000,-79.7539545,34.05154846,USGS,"LYNCHES RIVER AT EFFINGHAM, SC"
952,2313095,-82.43544440000002,29.097111100000006,USGS,"RAINBOW RIVER BELOW RAINBOW SPRINGS STATE PARK, FL"
953,1306460,-73.1586667,40.77227778,USGS,CONNETQUOT BK NR CENTRAL ISLIP NY
954,7380210,-90.6880556,30.226861100000004,USGS,"Amite River Diversion south of Whitehall, LA"
955,8042539,-94.4237694,29.792436100000003,USGS,"Spindletop Bayou at SH 65 nr Stowell, TX"
956,2318500,-83.4534444,30.79330556,USGS,"WITHLACOOCHEE RIVER AT US 84, NEAR QUITMAN, GA"
957,1463500,-74.7780556,40.22166667,USGS,Delaware River at Trenton NJ
958,8091000,-97.7025268,32.25903188,USGS,"Brazos Rv nr Glen Rose, TX"
959,3527000,-82.75043840000002,36.64870849,USGS,"CLINCH RIVER AT SPEERS FERRY, VA"
960,8064100,-96.5202639,32.1984823,USGS,"Chambers Ck nr Rice, TX"
961,1381000,-74.3947222,40.89694444,USGS,Rockaway River below Reservoir at Boonton NJ
962,8151500,-98.6697599,30.7512899,USGS,"Llano Rv at Llano, TX"
963,2110777,-78.6558483,33.8515612,USGS,"AIW AT HIGHWAY 9 AT NIXONS CROSSROADS, SC"
964,2248380,-80.754773,28.73638079,USGS,"HAULOVER CANAL NEAR MIMS,FL"
965,1653600,-76.9661944,38.70577778,USGS,"PISCATAWAY CREEK AT PISCATAWAY, MD"
966,2266294,-81.58437940000002,28.394562800000006,USGS,10B LATERAL 405 BL S-405 NEAR VINELAND FLA
967,4282000,-73.0131628,43.6036792,USGS,"OTTER CREEK AT CENTER RUTLAND, VT"
968,1585090,-76.4958056,39.3795833,USGS,"WHITEMARSH RUN NEAR FULLERTON, MD"
969,1638480,-77.57637779999997,39.25510206,USGS,"CATOCTIN CREEK AT TAYLORSTOWN, VA"
970,2366000,-85.7121531,30.62685899,USGS,"HOLMES CREEK AT VERNON, FLA."
971,1439590,-74.99544990000003,41.2587041,USGS,"Little Bush Kill at Edgemere, PA"
972,2300703,-82.3462035,27.83502623,USGS,BULLFROG CREEK NEAR RIVERVIEW FL
973,3075000,-79.901437,40.14951635,USGS,"Monongahela River at Charleroi, PA"
974,3076600,-79.39411109999998,39.65613889,USGS,"BEAR CREEK AT FRIENDSVILLE, MD"
975,2146670,-80.8225,35.07694444,USGS,"FOUR MILE CREEK NEAR PINEVILLE, NC"
976,2302010,-82.1891667,28.178611100000005,USGS,HILLSBOROUGH R BL CRYSTAL SPR NEAR ZEPHYRHILLS FL
977,357591500,-86.62526209999999,34.74956467,USGS,"BROGLAN BRANCH AT OAKWOOD AVENUE AT HUNTSVILLE, AL"
978,50093053,-66.02266408,18.0188539,USGS,"CANAL DE PATILLAS AT FOREBAY, PR"
979,50043000,-66.22850099,18.15801429,USGS,"RIO DE LA PLATA AT PROYECTO LA PLATA, PR"
980,3577225,-86.9463954,34.763978200000004,USGS,"SWAN CREEK BELOW ATHENS, ALA"
981,1656000,-77.6249897,38.63678689,USGS,"CEDAR RUN NEAR CATLETT, VA"
982,2384500,-84.8509722,34.8275,USGS,"CONASAUGA RIVER AT GA 286, NEAR ETON, GA"
983,2313000,-82.3495406,28.98886759,USGS,"WITHLACOOCHEE RIVER AT SR 200 NEAR HOLDER, FL"
984,1474500,-75.1885123,39.9678905,USGS,"Schuylkill River at Philadelphia, PA"
985,2178400,-83.53063889,34.8899722,USGS,"TALLULAH RIVER NEAR CLAYTON, GA"
986,8164350,-96.7091425,29.321914000000003,USGS,"Navidad Rv nr Speaks, TX"
987,2272650,-80.92200720000002,27.46531709,USGS,"FISH SLOUGH NEAR BASINGER, FL"
988,209725960,-78.9269417,35.95118056,USGS,"THIRD FORK CREEK AT M.L. KING PARKWAY AT DURHAM,NC"
989,1593370,-76.8700556,39.22577778,USGS,"L PAX RIV TRIB ABOVE WILDE LAKE AT COLUMBIA, MD"
990,50058350,-66.0446989,18.292508,USGS,"RIO CANAS AT RIO CANAS, PR"
991,4224775,-77.7039444,42.53586110000001,USGS,CANASERAGA CREEK ABOVE DANSVILLE NY
992,7386980,-92.1563611,29.9511111,USGS,"Vermilion River at Perry, LA"
993,2304000,-82.3637032,28.05446224,USGS,HILLSBOROUGH R AT FOWLER AV NEAR TEMPLE TERRACE FL
994,2435020,-88.6958333,34.23555556,USGS,"TOWN CREEK AT EASON BOULEVARD AT TUPELO, MS"
995,1626000,-78.90807949,38.05763620000001,USGS,"SOUTH RIVER NEAR WAYNESBORO, VA"
996,2062500,-78.9457222,37.03944444,USGS,"ROANOKE (STAUNTON) RIVER AT BROOKNEAL, VA"
997,3175500,-80.8497993,37.30567654,USGS,"WOLF CREEK NEAR NARROWS, VA"
998,8115000,-95.8030067,29.47190769,USGS,"Big Ck nr Needville, TX"
999,1412000,-74.9658333,39.41916667,USGS,Menantico Creek near Millville NJ
1000,2232400,-80.8725578,28.36972837,USGS,"ST. JOHNS RIVER NEAR COCOA, FL"
1001,817887350,-99.2485944,29.79389167,USGS,"Medina Rv at Patterson Rd at Medina, TX"
1002,2226362,-82.56111109999998,31.30275,USGS,"SATILLA RIVER AT GA 158, NEAR WAYCROSS, GA"
1003,2203000,-81.8892222,32.184361100000004,USGS,"CANOOCHEE RIVER NEAR CLAXTON, GA"
1004,50049620,-66.10297170000001,18.4135311,USGS,"QDA. MARGARITA AT CAPARRA INTER. NR GUAYNABO, PR"
1005,8086500,-98.9481246,32.8370625,USGS,"Hubbard Ck nr Breckenridge, TX"
1006,1560000,-78.49251720000002,40.07174679,USGS,"Dunning Creek at Belden, PA"
1007,1598500,-79.0637778,39.4789722,USGS,"NORTH BRANCH POTOMAC RIVER AT LUKE, MD"
1008,2290918,-81.1647222,25.55555556,USGS,"LOSTMANS RIVER BELOW SECOND BAY, FL"
1009,2336030,-84.225,33.9058333,USGS,"N.F. PEACHTREE CREEK AT GRAVES RD, NR DORAVILLE,GA"
1010,3108000,-80.33755359,40.62779694,USGS,"Raccoon Creek at Moffatts Mill, PA"
1011,1105607,-70.9275,42.21277778,USGS,"WHITMANS POND FLOOD BY-PASS AT EAST WEYMOUTH, MA"
1012,8157560,-97.7397,30.26194167,USGS,"Waller Ck at E 1st St, Austin, TX"
1013,1589025,-76.76377778,39.25125,USGS,"PATAPSCO RIVER NEAR CATONSVILLE, MD"
1014,1017960,-67.88138889,46.105,USGS,"Meduxnekeag R above S Br Medux. R nr Houlton, ME"
1015,1545800,-77.441926,41.1381245,USGS,"WB Susquehanna River at Lock Haven, PA"
1016,50053025,-66.0396094,18.16023654,USGS,"RIO TURABO ABV BORINQUEN, PR"
1017,2310368,-82.69877779999999,28.33877778,USGS,BEAR CREEK NEAR BAYONET POINT FL
1018,1105584,-71.0044444,42.24444444,USGS,"TOWN BROOK AT DIVERSION TUNNEL AT QUINCY, MA"
1019,1183500,-72.698981,42.1067602,USGS,"WESTFIELD RIVER NEAR WESTFIELD, MA"
1020,2136300,-79.27208329999998,33.48025,USGS,"BLACK RIVER NEAR PLANTERSVILLE, SC"
1021,50071000,-65.693434,18.29696026,USGS,"RIO FAJARDO NR FAJARDO, PR"
1022,8076700,-95.2332671,29.8371695,USGS,"Greens Bayou at Ley Rd, Houston, TX"
1023,2140510,-81.7159194,35.89888889,USGS,"WILSON CREEK AT SECONDARY ROAD 1335 AT ADAKO, NC"
1024,2291001,-81.3551944,25.95794444,USGS,"BARRON RIVER BELOW SR29-3 AT COPELAND, FL"
1025,1104475,-71.2681121,42.3545408,USGS,"STONY BROOK RES., UNNAMED TRIB 1, NEAR WESTON, MA"
1026,2334430,-84.0784167,34.15666667,USGS,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA"
1027,2110701,-79.04114709999998,33.86100349,USGS,"CRABTREE SWAMP AT CONWAY, SC"
1028,8130700,-100.600931,31.3309973,USGS,"Spring Ck abv Twin Buttes Res nr San Angelo, TX"
1029,3038000,-79.3486511,40.6547875,USGS,"Crooked Creek at Idaho, PA"
